accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.9774436090225563,0.977113106143725,0.9773835289259216,0.9771516179331579,0.9775372614511778,0.9774436090225563,0.977392737985473
0.9654135338345865,0.9661437764715917,0.9654355790149183,0.96570879899323,0.9654837475793253,0.9654135338345865,0.9653696324900871
0.9721804511278196,0.9719378412899097,0.9714862506978135,0.9716783996857699,0.9721313868814745,0.9721804511278196,0.9721233991244389
0.9714285714285714,0.9702295159205716,0.9698711571930577,0.9699097160074412,0.9716193091243519,0.9714285714285714,0.9713845111197265
0.9729323308270676,0.972507368925364,0.9718360647633173,0.9719290527441398,0.9730512466838901,0.9729323308270676,0.9727578570885722
0.9609022556390977,0.9625184556899257,0.9625207944678206,0.9624141150246542,0.9611268262028246,0.9609022556390977,0.9609088979159188
0.9661654135338346,0.9652027943929958,0.9656416239732414,0.9651588318681718,0.966652898127102,0.9661654135338346,0.9661563969618279
0.9721804511278196,0.9718883593681807,0.9714387751857206,0.971581292427166,0.9722368453060826,0.9721804511278196,0.9721276726817187
0.9669172932330827,0.9671319638966697,0.9665134001035541,0.9666264099946245,0.9670600579413052,0.9669172932330827,0.9667936086004829
0.9796992481203007,0.9806803272104109,0.9804479049475084,0.9805181651646292,0.9797351625260873,0.9796992481203007,0.9796741011941352
0.9774436090225563,0.9771343534817106,0.9768483750377474,0.9769013144635939,0.9775845727773593,0.9774436090225563,0.977421920451594
0.9714285714285714,0.9718910420219583,0.9719534814453785,0.9718543113097973,0.9715256674573997,0.9714285714285714,0.9714092860801
0.9699248120300752,0.9704148249113633,0.9697947685337567,0.9700027509525663,0.9700830836221355,0.9699248120300752,0.9699018681730757
0.969172932330827,0.9692879850609174,0.9689007093593733,0.9690136671823344,0.9692272299621532,0.969172932330827,0.9691210413510206
0.9669172932330827,0.9668334511166883,0.9658832722245597,0.9661631848337191,0.9670629393760098,0.9669172932330827,0.9667965544007913
0.9729323308270676,0.9724122042587091,0.9727200292708378,0.9725293311041481,0.9729778181203323,0.9729323308270676,0.9729169683549161
0.9766917293233083,0.9763001004043528,0.9772797641931223,0.9766298834133084,0.9769735952395368,0.9766917293233083,0.9766737123036092
0.9736842105263158,0.9740183792815372,0.9746439644512668,0.9742109495335392,0.9737953404815297,0.9736842105263158,0.973627446405287
0.9706766917293234,0.9699584033981212,0.9707842352192347,0.9698746540614287,0.9712948591460066,0.9706766917293234,0.9704965849629464
0.968421052631579,0.9684708487145613,0.9677832455610232,0.9678744647610822,0.9686071296368753,0.968421052631579,0.9682678886721581
0.9676691729323308,0.9663604578007116,0.9663454484977152,0.9662278859761791,0.9676660011852135,0.9676691729323308,0.9675458579815062
0.9661654135338346,0.9658925910938422,0.9666856097063503,0.966173940772725,0.9662519135368328,0.9661654135338346,0.9660921019566248
0.9736842105263158,0.973035875042498,0.9737019157159079,0.9730937995739042,0.9741082124763154,0.9736842105263158,0.9736253331339484
0.9654135338345865,0.9660839443490316,0.9664334148280964,0.9658787732331235,0.9659803076629865,0.9654135338345865,0.9653121706030969
0.9781954887218045,0.9780613177937056,0.9778060576055662,0.9778997797942642,0.9782185240755273,0.9781954887218045,0.978173207872514
0.968421052631579,0.9703559710345324,0.9694352912485564,0.969743268537487,0.9685616981133842,0.968421052631579,0.9683379990827581
0.9646616541353383,0.9656867195222821,0.9648466576588446,0.9651390225501142,0.9646989284474273,0.9646616541353383,0.9645521529295492
0.969172932330827,0.9691396725879485,0.9691242169104765,0.9690420770321702,0.9691532252784523,0.969172932330827,0.969074060537171
0.9639097744360903,0.9648461104708668,0.9644813467947635,0.9644000537997328,0.9641699533403734,0.9639097744360903,0.9637759956188776
